ORDERNUMBER,quantity,priceperunit,SALES,ORDERDATE,PRODUCTLINE,itemid,CUSTOMERNAME,PHONE,address,CustomerID
10123,26,100,2600,5/20/2003 0:00,Classic Cars,1589,Atelier graphique,0300-0000000,"54, rue Royale",47
10137,44,100,4400,7/10/2003 0:00,Classic Cars,1589,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10148,47,100,4700,9/11/2003 0:00,Classic Cars,1589,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10161,43,100,4300,10/17/2003 0:00,Classic Cars,1589,Heintze Collectables,0300-0000000,Smagsloget 45,79
10172,42,100,4200,11/5/2003 0:00,Classic Cars,1589,Gift Depot Inc.,0303-5552570,25593 South Bay Ln.,14
10181,42,100,4200,11/12/2003 0:00,Classic Cars,1589,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10192,29,100,2900,11/20/2003 0:00,Classic Cars,1589,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10204,40,100,4000,12/2/2003 0:00,Classic Cars,1589,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10212,38,100,3800,1/16/2004 0:00,Classic Cars,1589,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10226,38,100,3800,2/26/2004 0:00,Classic Cars,1589,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10241,21,100,2100,4/13/2004 0:00,Classic Cars,1589,Mini Caravy,0300-0000000,"24, place Kluber",84
10253,24,100,2400,6/1/2004 0:00,Classic Cars,1589,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10266,36,100,3600,7/6/2004 0:00,Classic Cars,1589,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10278,23,100,2300,8/6/2004 0:00,Classic Cars,1589,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10288,20,100,2000,9/1/2004 0:00,Classic Cars,1589,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10301,32,100,3200,10/5/2003 0:00,Classic Cars,1589,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10311,29,100,2900,10/16/2004 0:00,Classic Cars,1589,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10321,44,100,4400,11/4/2004 0:00,Classic Cars,1589,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10331,44,100,4400,11/17/2004 0:00,Classic Cars,1589,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10343,36,100,3600,11/24/2004 0:00,Classic Cars,1589,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10367,49,100,4900,1/12/2005 0:00,Classic Cars,1589,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10378,34,100,3400,2/10/2005 0:00,Classic Cars,1589,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,59,100,5900,4/22/2005 0:00,Classic Cars,1589,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10419,37,100,3700,5/17/2005 0:00,Classic Cars,1589,Salzburg Collectables,0300-0000000,Geislweg 14,20
10106,36,100,3600,2/17/2003 0:00,Planes,1662,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10119,43,100,4300,4/28/2003 0:00,Planes,1662,Salzburg Collectables,0300-0000000,Geislweg 14,20
10131,21,100,2100,6/16/2003 0:00,Planes,1662,Gift Ideas Corp.,0303-5554407,2440 Pompton St.,89
10143,32,100,3200,8/10/2003 0:00,Planes,1662,Mini Creations Ltd.,0308-5559555,4575 Hillside Dr.,51
10155,38,100,3800,10/6/2003 0:00,Planes,1662,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10167,43,100,4300,10/23/2003 0:00,Planes,1662,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10178,42,100,4200,11/8/2003 0:00,Planes,1662,Alpha Cognac,0300-0000000,1 rue Alsace-Lorraine,52
10186,32,100,3200,11/14/2003 0:00,Planes,1662,"Double Decker Gift Stores, Ltd",0371-5557555,120 Hanover Sq.,53
10198,42,100,4200,11/27/2003 0:00,Planes,1662,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10210,31,100,3100,1/12/2004 0:00,Planes,1662,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10222,49,100,4900,2/19/2004 0:00,Planes,1662,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10250,45,100,4500,5/11/2004 0:00,Planes,1662,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10262,49,100,4900,6/24/2004 0:00,Planes,1662,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10274,41,100,4100,7/21/2004 0:00,Planes,1662,Collectables For Less Inc.,0317-5558555,7825 Douglas Av.,42
10284,45,100,4500,8/21/2004 0:00,Planes,1662,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10296,36,100,3600,9/15/2004 0:00,Planes,1662,"Bavarian Collectables Imports, Co.",0389-6108955,Hansastr. 15,90
10307,39,100,3900,10/14/2004 0:00,Planes,1662,"Classic Gift Ideas, Inc",0315-5554695,782 First Street,30
10316,27,100,2700,11/1/2004 0:00,Planes,1662,giftsbymail.co.uk,0398-5558888,Garden House Crowther Way,60
10327,25,100,2500,11/10/2004 0:00,Planes,1662,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10338,41,100,4100,11/22/2004 0:00,Planes,1662,Royale Belge,0312-3672555,"Boulevard Tirou, 255",91
10351,39,100,3900,12/3/2004 0:00,Planes,1662,"Stylish Desk Decors, Co.",0371-5550297,35 King George,50
10373,28,100,2800,1/31/2005 0:00,Planes,1662,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10386,25,100,2500,3/1/2005 0:00,Planes,1662,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10398,33,100,3300,3/30/2005 0:00,Planes,1662,Reims Collectables,0300-0000000,59 rue de l'Abbaye,2
10400,34,100,3400,4/1/2005 0:00,Planes,1662,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10416,24,100,2400,5/10/2005 0:00,Planes,1662,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10100,30,100,3000,1/6/2003 0:00,Vintage Cars,1749,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10110,42,100,4200,3/18/2003 0:00,Vintage Cars,1749,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10124,21,100,2100,5/21/2003 0:00,Vintage Cars,1749,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10149,34,100,3400,9/12/2003 0:00,Vintage Cars,1749,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10162,29,100,2900,10/18/2003 0:00,Vintage Cars,1749,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10173,24,100,2400,11/5/2003 0:00,Vintage Cars,1749,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10182,44,100,4400,11/12/2003 0:00,Vintage Cars,1749,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10193,21,100,2100,11/21/2003 0:00,Vintage Cars,1749,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10204,33,100,3300,12/2/2003 0:00,Vintage Cars,1749,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10214,30,100,3000,1/26/2004 0:00,Vintage Cars,1749,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10227,26,100,2600,3/2/2004 0:00,Vintage Cars,1749,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10241,41,100,4100,4/13/2004 0:00,Vintage Cars,1749,Mini Caravy,0300-0000000,"24, place Kluber",84
10280,26,100,2600,8/17/2004 0:00,Vintage Cars,1749,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10288,32,100,3200,9/1/2004 0:00,Vintage Cars,1749,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10302,43,100,4300,10/6/2003 0:00,Vintage Cars,1749,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10312,48,100,4800,10/21/2004 0:00,Vintage Cars,1749,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10331,44,100,4400,11/17/2004 0:00,Vintage Cars,1749,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10344,45,100,4500,11/25/2004 0:00,Vintage Cars,1749,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10367,37,100,3700,1/12/2005 0:00,Vintage Cars,1749,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10379,39,100,3900,2/10/2005 0:00,Vintage Cars,1749,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,76,100,7600,4/22/2005 0:00,Vintage Cars,1749,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10420,37,100,3700,5/29/2005 0:00,Vintage Cars,1749,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10108,38,82.39,3130.82,3/3/2003 0:00,Classic Cars,1889,Cruz & Sons Co.,0332-5553587,15 McCallum Street - NatWest Center #13-03,67
10122,43,82.39,3542.77,5/8/2003 0:00,Classic Cars,1889,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10135,48,82.39,3954.72,7/2/2003 0:00,Classic Cars,1889,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10147,26,82.39,2142.14,9/5/2003 0:00,Classic Cars,1889,Collectables For Less Inc.,0317-5558555,7825 Douglas Av.,42
10160,38,82.39,3130.82,10/11/2003 0:00,Classic Cars,1889,"Men 'R' US Retailers, Ltd.",0315-5554369,6047 Douglas Av.,55
10170,20,82.39,1647.8,11/4/2003 0:00,Classic Cars,1889,Mini Auto Werke,0300-0000000,Kirchgasse 6,64
10181,22,82.39,1812.58,11/12/2003 0:00,Classic Cars,1889,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10192,45,82.39,3707.55,11/20/2003 0:00,Classic Cars,1889,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10203,45,82.39,3707.55,12/2/2003 0:00,Classic Cars,1889,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10212,20,82.39,1647.8,1/16/2004 0:00,Classic Cars,1889,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10225,47,82.39,3872.33,2/22/2004 0:00,Classic Cars,1889,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10239,46,82.39,3789.94,4/12/2004 0:00,Classic Cars,1889,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10253,23,82.39,1894.97,6/1/2004 0:00,Classic Cars,1889,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10266,33,82.39,2718.87,7/6/2004 0:00,Classic Cars,1889,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10278,29,82.39,2389.31,8/6/2004 0:00,Classic Cars,1889,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10287,44,82.39,3625.16,8/30/2004 0:00,Classic Cars,1889,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10300,41,82.39,3377.99,10/4/2003 0:00,Classic Cars,1889,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10310,20,82.39,1647.8,10/16/2004 0:00,Classic Cars,1889,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10321,37,82.39,3048.43,11/4/2004 0:00,Classic Cars,1889,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10329,29,82.39,2389.31,11/15/2004 0:00,Classic Cars,1889,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10342,55,82.39,4531.45,11/24/2004 0:00,Classic Cars,1889,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10363,22,82.39,1812.58,1/6/2005 0:00,Classic Cars,1889,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10377,31,82.39,2554.09,2/9/2005 0:00,Classic Cars,1889,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10389,49,82.39,4037.11,3/3/2005 0:00,Classic Cars,1889,Scandinavian Gift Ideas,0369-5346555,?kergatan 24,38
10405,61,82.39,5025.79,4/14/2005 0:00,Classic Cars,1889,Mini Caravy,0300-0000000,"24, place Kluber",84
10419,39,82.39,3213.21,5/17/2005 0:00,Classic Cars,1889,Salzburg Collectables,0300-0000000,Geislweg 14,20
10109,38,100,3800,3/10/2003 0:00,Classic Cars,1984,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10122,31,100,3100,5/8/2003 0:00,Classic Cars,1984,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10136,36,100,3600,7/4/2003 0:00,Classic Cars,1984,Alpha Cognac,0300-0000000,1 rue Alsace-Lorraine,52
10148,25,100,2500,9/11/2003 0:00,Classic Cars,1984,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10161,48,100,4800,10/17/2003 0:00,Classic Cars,1984,Heintze Collectables,0300-0000000,Smagsloget 45,79
10171,35,100,3500,11/5/2003 0:00,Classic Cars,1984,Quebec Home Shopping Network,0314-5558054,43 rue St. Laurent,44
10181,21,100,2100,11/12/2003 0:00,Classic Cars,1984,Herkku Gifts,0372-2673215,"Drammen 121, PR 744 Sentrum",8
10192,47,100,4700,11/20/2003 0:00,Classic Cars,1984,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10204,38,100,3800,12/2/2003 0:00,Classic Cars,1984,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10212,41,100,4100,1/16/2004 0:00,Classic Cars,1984,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10226,24,100,2400,2/26/2004 0:00,Classic Cars,1984,Collectable Mini Designs Co.,0360-5558146,361 Furth Circle,56
10240,37,100,3700,4/13/2004 0:00,Classic Cars,1984,Osaka Souveniers Co.,0306-6342555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",45
10253,33,100,3300,6/1/2004 0:00,Classic Cars,1984,"UK Collectables, Ltd.",0371-5552282,Berkeley Gardens 12  Brewery,23
10266,49,100,4900,7/6/2004 0:00,Classic Cars,1984,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10278,29,100,2900,8/6/2004 0:00,Classic Cars,1984,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10287,24,100,2400,8/30/2004 0:00,Classic Cars,1984,"Vida Sport, Ltd",0389-7034555,Grenzacherweg 237,70
10301,47,100,4700,10/5/2003 0:00,Classic Cars,1984,"Norway Gifts By Mail, Co.",0372-2121555,"Drammensveien 126 A, PB 744 Sentrum",86
10310,24,100,2400,10/16/2004 0:00,Classic Cars,1984,"Toms Spezialitten, Ltd",0321-5554327,Mehrheimerstr. 369,69
10321,25,100,2500,11/4/2004 0:00,Classic Cars,1984,FunGiftIdeas.com,0308-5552555,1785 First Street,22
10331,30,100,3000,11/17/2004 0:00,Classic Cars,1984,Motor Mint Distributors Inc.,0315-5559857,11328 Douglas Av.,46
10342,22,100,2200,11/24/2004 0:00,Classic Cars,1984,"Australian Collectors, Co.",0339-5204555,636 St Kilda Road,11
10356,27,100,2700,12/9/2004 0:00,Classic Cars,1984,Lyon Souveniers,0314-6627555,27 rue du Colonel Pierre Avia,3
10366,34,100,3400,1/10/2005 0:00,Classic Cars,1984,Royale Belge,0312-3672555,"Boulevard Tirou, 255",91
10377,36,100,3600,2/9/2005 0:00,Classic Cars,1984,"Toys of Finland, Co.",0300-0000000,Keskuskatu 45,17
10390,34,100,3400,3/4/2005 0:00,Classic Cars,1984,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10406,48,100,4800,4/15/2005 0:00,Classic Cars,1984,Danish Wholesale Imports,0300-0000000,Vinb'ltet 34,49
10419,34,100,3400,5/17/2005 0:00,Classic Cars,1984,Salzburg Collectables,0300-0000000,Geislweg 14,20
10104,24,100,2400,1/31/2003 0:00,Classic Cars,2238,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10115,46,100,4600,4/4/2003 0:00,Classic Cars,2238,Classic Legends Inc.,0312-5558493,5905 Pompton St.,28
10127,45,100,4500,6/3/2003 0:00,Classic Cars,2238,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10141,39,100,3900,8/1/2003 0:00,Classic Cars,2238,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10151,43,100,4300,9/21/2003 0:00,Classic Cars,2238,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10165,29,100,2900,10/22/2003 0:00,Classic Cars,2238,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10176,20,100,2000,11/6/2003 0:00,Classic Cars,2238,L'ordine Souveniers,0352-2556555,Strada Provinciale 124,71
10184,46,100,4600,11/14/2003 0:00,Classic Cars,2238,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10195,27,100,2700,11/25/2003 0:00,Classic Cars,2238,Mini Classics,0314-5554562,3758 North Pendale Street,48
10207,44,100,4400,12/9/2003 0:00,Classic Cars,2238,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10219,43,100,4300,2/10/2004 0:00,Classic Cars,2238,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10230,49,100,4900,3/15/2004 0:00,Classic Cars,2238,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10246,40,100,4000,5/5/2004 0:00,Classic Cars,2238,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10259,30,100,3000,6/15/2004 0:00,Classic Cars,2238,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10271,50,100,5000,7/20/2004 0:00,Classic Cars,2238,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10282,23,100,2300,8/20/2004 0:00,Classic Cars,2238,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10292,26,100,2600,9/8/2004 0:00,Classic Cars,2238,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10305,27,100,2700,10/13/2004 0:00,Classic Cars,2238,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10314,42,100,4200,10/22/2004 0:00,Classic Cars,2238,Heintze Collectables,0300-0000000,Smagsloget 45,79
10324,47,100,4700,11/5/2004 0:00,Classic Cars,2238,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10336,49,100,4900,11/20/2004 0:00,Classic Cars,2238,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10349,38,100,3800,12/1/2004 0:00,Classic Cars,2238,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10358,20,100,2000,12/10/2004 0:00,Classic Cars,2238,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10371,25,100,2500,1/23/2005 0:00,Classic Cars,2238,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10382,25,100,2500,2/17/2005 0:00,Classic Cars,2238,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10412,41,100,4100,5/3/2005 0:00,Classic Cars,2238,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10425,28,100,2800,5/31/2005 0:00,Classic Cars,2238,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10100,50,67.8,3390,1/6/2003 0:00,Vintage Cars,2248,Online Diecast Creations Co.,0303-5558647,2304 Long Airport Avenue,41
10110,32,67.8,2169.6,3/18/2003 0:00,Vintage Cars,2248,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10124,42,67.8,2847.6,5/21/2003 0:00,Vintage Cars,2248,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10149,24,67.8,1627.2,9/12/2003 0:00,Vintage Cars,2248,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10162,27,67.8,1830.6,10/18/2003 0:00,Vintage Cars,2248,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10173,26,67.8,1762.8,11/5/2003 0:00,Vintage Cars,2248,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10182,38,67.8,2576.4,11/12/2003 0:00,Vintage Cars,2248,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10193,42,67.8,2847.6,11/21/2003 0:00,Vintage Cars,2248,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10204,23,67.8,1559.4,12/2/2003 0:00,Vintage Cars,2248,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10214,21,67.8,1423.8,1/26/2004 0:00,Vintage Cars,2248,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10227,28,67.8,1898.4,3/2/2004 0:00,Vintage Cars,2248,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
10241,33,67.8,2237.4,4/13/2004 0:00,Vintage Cars,2248,Mini Caravy,0300-0000000,"24, place Kluber",84
10280,25,67.8,1695,8/17/2004 0:00,Vintage Cars,2248,Amica Models & Co.,0311-4988555,Via Monte Bianco 34,37
10288,28,67.8,1898.4,9/1/2004 0:00,Vintage Cars,2248,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10303,46,67.8,3118.8,10/6/2004 0:00,Vintage Cars,2248,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10312,30,67.8,2034,10/21/2004 0:00,Vintage Cars,2248,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10332,38,67.8,2576.4,11/17/2004 0:00,Vintage Cars,2248,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10344,40,67.8,2712,11/25/2004 0:00,Vintage Cars,2248,Marseille Mini Autos,0300-0000000,"12, rue des Bouchers",68
10367,45,67.8,3051,1/12/2005 0:00,Vintage Cars,2248,Toys4GrownUps.com,0326-5557265,78934 Hillside Dr.,4
10379,27,67.8,1830.6,2/10/2005 0:00,Vintage Cars,2248,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10407,42,67.8,2847.6,4/22/2005 0:00,Vintage Cars,2248,The Sharp Gifts Warehouse,0308-5553659,3086 Ingle Ln.,62
10420,36,67.8,2440.8,5/29/2005 0:00,Vintage Cars,2248,Souveniers And Things Co.,0329-4958555,"Monitor Money Building, 815 Pacific Hwy",21
10104,29,100,2900,1/31/2003 0:00,Trucks and Buses,2319,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10114,39,100,3900,4/1/2003 0:00,Trucks and Buses,2319,"La Corne D'abondance, Co.",0300-0000000,"265, boulevard Charonne",63
10127,45,100,4500,6/3/2003 0:00,Trucks and Buses,2319,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10141,47,100,4700,8/1/2003 0:00,Trucks and Buses,2319,Suominen Souveniers,0389-8045555,"Software Engineering Center, SEC Oy",74
10151,49,100,4900,9/21/2003 0:00,Trucks and Buses,2319,"Oulu Toy Supplies, Inc.",0300-0000000,Torikatu 38,61
10165,46,100,4600,10/22/2003 0:00,Trucks and Buses,2319,"Dragon Souveniers, Ltd.",0300-0000000,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",27
10175,48,100,4800,11/6/2003 0:00,Trucks and Buses,2319,"Stylish Desk Decors, Co.",0371-5550297,35 King George,50
10184,46,100,4600,11/14/2003 0:00,Trucks and Buses,2319,"Iberia Gift Imports, Corp.",0300-0000000,"C/ Romero, 33",82
10195,35,100,3500,11/25/2003 0:00,Trucks and Buses,2319,Mini Classics,0314-5554562,3758 North Pendale Street,48
10207,43,100,4300,12/9/2003 0:00,Trucks and Buses,2319,Diecast Collectables,0317-5552555,6251 Ingle Ln.,65
10229,26,100,2600,3/11/2004 0:00,Trucks and Buses,2319,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10246,22,100,2200,5/5/2004 0:00,Trucks and Buses,2319,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10259,34,100,3400,6/15/2004 0:00,Trucks and Buses,2319,Handji Gifts& Co,0300-0000000,Village Close - 106 Linden Road Sandown,66
10271,50,100,5000,7/20/2004 0:00,Trucks and Buses,2319,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10281,48,100,4800,8/19/2004 0:00,Trucks and Buses,2319,Diecast Classics Inc.,0315-5551555,7586 Pompton St.,19
10292,41,100,4100,9/8/2004 0:00,Trucks and Buses,2319,Land of Toys Inc.,0312-5557818,897 Long Airport Avenue,1
10305,36,100,3600,10/13/2004 0:00,Trucks and Buses,2319,Marta's Replicas Co.,0317-5558555,39323 Spinnaker Dr.,16
10313,29,100,2900,10/22/2004 0:00,Trucks and Buses,2319,Canadian Gift Exchange Network,0304-5553392,1900 Oak St.,32
10324,33,100,3300,11/5/2004 0:00,Trucks and Buses,2319,Vitachrome Inc.,0312-5551500,2678 Kingston Rd.,12
10334,46,100,4600,11/19/2004 0:00,Trucks and Buses,2319,"Volvo Model Replicas, Co",0392-1123555,Berguvsvgen  8,25
10349,38,100,3800,12/1/2004 0:00,Trucks and Buses,2319,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10358,20,100,2000,12/10/2004 0:00,Trucks and Buses,2319,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10370,22,100,2200,1/20/2005 0:00,Trucks and Buses,2319,"Anna's Decorations, Ltd",0329-9368555,201 Miller Street,43
10383,27,100,2700,2/22/2005 0:00,Trucks and Buses,2319,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10412,56,100,5600,5/3/2005 0:00,Trucks and Buses,2319,Euro Shopping Channel,0300-0000000,"C/ Moralzarzal, 86",24
10425,38,100,3800,5/31/2005 0:00,Trucks and Buses,2319,La Rochelle Gifts,0300-0000000,"67, rue des Cinquante Otages",15
10101,25,100,2500,1/9/2003 0:00,Vintage Cars,2325,"Blauer See Auto, Co.",0369-6690255,Lyonerstr. 34,73
10110,33,100,3300,3/18/2003 0:00,Vintage Cars,2325,"AV Stores, Co.",0371-5551555,Fauntleroy Circus,78
10124,42,100,4200,5/21/2003 0:00,Vintage Cars,2325,Signal Gift Stores,0302-5551838,8489 Strong St.,85
10149,33,100,3300,9/12/2003 0:00,Vintage Cars,2325,Signal Collectibles Ltd.,0315-5554312,2793 Furth Circle,83
10162,38,100,3800,10/18/2003 0:00,Vintage Cars,2325,Corporate Gift Ideas Co.,0350-5551386,7734 Strong St.,5
10173,31,100,3100,11/5/2003 0:00,Vintage Cars,2325,Rovelli Gifts,0300-0000000,Via Ludovico il Moro 22,87
10182,20,100,2000,11/12/2003 0:00,Vintage Cars,2325,Mini Gifts Distributors Ltd.,0315-5551450,5677 Strong St.,40
10193,44,100,4400,11/21/2003 0:00,Vintage Cars,2325,"Australian Collectables, Ltd",0393-8446555,7 Allen Street,88
10204,26,100,2600,12/2/2003 0:00,Vintage Cars,2325,Muscle Machine Inc,0312-5557413,4092 Furth Circle,75
10214,27,100,2700,1/26/2004 0:00,Vintage Cars,2325,"Corrida Auto Replicas, Ltd",0300-0000000,"C/ Araquil, 67",26
10227,46,100,4600,3/2/2004 0:00,Vintage Cars,2325,"Saveley & Henriot, Co.",0300-0000000,"2, rue du Commerce",31
